Number of segments: 47
    onset_beats duration_beats  midi_pitch
710        88.0            2.0        44.0
711       88.25           1.75        53.0
712        90.0            2.0        44.0
713       90.25           1.75        53.0
714        92.0            2.0        43.0
715       92.25           1.75        53.0
716        94.0            2.0        43.0
717       94.25           1.75        53.0
718        96.0            2.0        43.0
719       96.25           1.75        52.0
720        98.0            2.0        43.0
721       98.25           1.75        52.0
722       100.0            2.0        43.0
723      100.25           1.75        50.0
--------------------------------------------

bach_846 Segment 45 (red):
    onset_beats duration_beats  midi_pitch
724       102.0            2.0        43.0
725      102.25           1.75        50.0
726       104.0            2.0        43.0
727      104.25           1.75        50.0
728       106.0            2.0        43.0
729      106.25           1.75        50.0
730       108.0            2.0        43.0
731      108.25           1.75        51.0
732       110.0            2.0        43.0
733      110.25           1.75        51.0
734       112.0            2.0        43.0
735      112.25           1.75        52.0
736       114.0            2.0        43.0
737      114.25           1.75        52.0
738       116.0            2.0        43.0
739      116.25           1.75        50.0
--------------------------------------------

bach_846 Segment 46 (red):
    onset_beats duration_beats  midi_pitch
740       118.0            2.0        43.0
741      118.25           1.75        50.0
742       120.0            2.0        43.0
743      120.25           1.75        50.0
744       122.0            2.0        43.0
745      122.25           1.75        50.0
--------------------------------------------

bach_846 Segment 47 (red):
    onset_beats duration_beats  midi_pitch
746       124.0            2.0        36.0
747      124.25           1.75        48.0
748       126.0            2.0        36.0
749      126.25           1.75        48.0
750       128.0           3.75        36.0
751      128.25            3.5        48.0
752      131.75           0.25         0.0
753       132.0           3.75        36.0
754      132.25            3.5        50.0
755      135.75           0.25         0.0
756       136.0           2.75        36.0
757      138.75           1.25         0.0
--------------------------------------------

