Number of notes: 758

onset_beats
duration_beats
midi_pitch
ir_symbol

70.25,1.75,50,ID
72.0,2.0,48,ID
72.25,1.75,52,ID
74.0,2.0,48,ID
74.25,1.75,52,IP
76.0,2.0,48,IP
76.25,1.75,55,IP
78.0,2.0,48,R
78.25,1.75,55,R
80.0,2.0,41,R
80.25,1.75,53,ID
82.0,2.0,41,ID
82.25,1.75,53,ID
84.0,2.0,42,ID
84.25,1.75,48,ID
86.0,2.0,42,ID
86.25,1.75,48,IP
88.0,2.0,44,IP
88.25,1.75,53,IP
90.0,2.0,44,IP
90.25,1.75,53,IP
92.0,2.0,43,IP
92.25,1.75,53,ID
94.0,2.0,43,ID
94.25,1.75,53,ID
96.0,2.0,43,ID
96.25,1.75,52,ID
98.0,2.0,43,ID
98.25,1.75,52,IP
100.0,2.0,43,IP
100.25,1.75,50,IP
102.0,2.0,43,ID
102.25,1.75,50,ID
104.0,2.0,43,ID
104.25,1.75,50,ID
106.0,2.0,43,ID
106.25,1.75,50,ID
108.0,2.0,43,ID
108.25,1.75,51,ID
110.0,2.0,43,ID
110.25,1.75,51,IP
112.0,2.0,43,IP
112.25,1.75,52,IP
114.0,2.0,43,ID
114.25,1.75,52,ID
116.0,2.0,43,ID
116.25,1.75,50,ID
118.0,2.0,43,ID
118.25,1.75,50,ID
120.0,2.0,43,ID
120.25,1.75,50,ID
122.0,2.0,43,ID
122.25,1.75,50,IP
124.0,2.0,36,IP
124.25,1.75,48,IP
126.0,2.0,36,ID
126.25,1.75,48,ID
128.0,3.75,36,ID
128.25,3.5,48,M
131.75,0.25,0,rest
132.0,3.75,36,d
132.25,3.5,50,d
135.75,0.25,0,rest
136.0,2.75,36,M
138.75,1.25,0,rest
